Year,Month,Region,POE,Crossing,Modes,source,Northbound Crossing
2025,3,Pharr,Roma,Lake Falcon Dam International Crossing,Buses,LRD_RVG_xlsx,0
2025,3,Pharr,Roma,Lake Falcon Dam International Crossing,Commercial Trucks,LRD_RVG_xlsx,0
2025,3,Pharr,Roma,Lake Falcon Dam International Crossing,Passenger Vehicles,LRD_RVG_xlsx,13790
2025,3,Pharr,Roma,Lake Falcon Dam International Crossing,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,3,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Buses,LRD_RVG_xlsx,77
2025,3,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Commercial Trucks,LRD_RVG_xlsx,4223
2025,3,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Passenger Vehicles,LRD_RVG_xlsx,59809
2025,3,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,18388
2025,4,Laredo,Del Rio,Del Rio International Bridge,Buses,LRD_RVG_xlsx,0
2025,4,Laredo,Del Rio,Del Rio International Bridge,Commercial Trucks,LRD_RVG_xlsx,6420
2025,4,Laredo,Del Rio,Del Rio International Bridge,Passenger Vehicles,LRD_RVG_xlsx,133158
2025,4,Laredo,Del Rio,Del Rio International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,24076
2025,4,Laredo,Del Rio,Lake Amistad Dam Crossing,Buses,LRD_RVG_xlsx,0
2025,4,Laredo,Del Rio,Lake Amistad Dam Crossing,Commercial Trucks,LRD_RVG_xlsx,0
2025,4,Laredo,Del Rio,Lake Amistad Dam Crossing,Passenger Vehicles,LRD_RVG_xlsx,7872
2025,4,Laredo,Del Rio,Lake Amistad Dam Crossing,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,4,Laredo,Eagle Pass,Camino Real International Bridge,Buses,LRD_RVG_xlsx,636
2025,4,Laredo,Eagle Pass,Camino Real International Bridge,Commercial Trucks,LRD_RVG_xlsx,26204
2025,4,Laredo,Eagle Pass,Camino Real International Bridge,Passenger Vehicles,LRD_RVG_xlsx,156443
2025,4,Laredo,Eagle Pass,Camino Real International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,34933
2025,4,Laredo,Eagle Pass,Eagle Pass International Bridge,Buses,LRD_RVG_xlsx,0
2025,4,Laredo,Eagle Pass,Eagle Pass International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,4,Laredo,Eagle Pass,Eagle Pass International Bridge,Passenger Vehicles,LRD_RVG_xlsx,73591
2025,4,Laredo,Eagle Pass,Eagle Pass International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,63233
2025,4,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Railcars,LRD_RVG_xlsx,36437
2025,4,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Railcars,LRD_RVG_xlsx,38517
2025,4,Laredo,Laredo,Colombia Solidarity Bridge,Buses,LRD_RVG_xlsx,0
2025,4,Laredo,Laredo,Colombia Solidarity Bridge,Commercial Trucks,LRD_RVG_xlsx,63436
2025,4,Laredo,Laredo,Colombia Solidarity Bridge,Passenger Vehicles,LRD_RVG_xlsx,41915
2025,4,Laredo,Laredo,Colombia Solidarity Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,1612
2025,4,Laredo,Laredo,Gateway to the Americas Bridge,Buses,LRD_RVG_xlsx,0
2025,4,Laredo,Laredo,Gateway to the Americas Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,4,Laredo,Laredo,Gateway to the Americas Bridge,Passenger Vehicles,LRD_RVG_xlsx,142450
2025,4,Laredo,Laredo,Gateway to the Americas Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,256429
2025,4,Laredo,Laredo,Juárez-Lincoln International Bridge,Buses,LRD_RVG_xlsx,2423
2025,4,Laredo,Laredo,Juárez-Lincoln International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,4,Laredo,Laredo,Juárez-Lincoln International Bridge,Passenger Vehicles,LRD_RVG_xlsx,242708
2025,4,Laredo,Laredo,Juárez-Lincoln International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,4,Laredo,Laredo,World Trade Bridge,Buses,LRD_RVG_xlsx,0
2025,4,Laredo,Laredo,World Trade Bridge,Commercial Trucks,LRD_RVG_xlsx,189526
2025,4,Laredo,Laredo,World Trade Bridge,Passenger Vehicles,LRD_RVG_xlsx,0
2025,4,Laredo,Laredo,World Trade Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,4,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Buses,LRD_RVG_xlsx,0
2025,4,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,4,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Passenger Vehicles,LRD_RVG_xlsx,119052
2025,4,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,60547
2025,4,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Buses,LRD_RVG_xlsx,0
2025,4,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Commercial Trucks,LRD_RVG_xlsx,4184
2025,4,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Passenger Vehicles,LRD_RVG_xlsx,50751
2025,4,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Pedestrians/ Bicyclists,LRD_RVG_xlsx,3905
2025,4,Pharr,Brownsville,Gateway International Bridge,Buses,LRD_RVG_xlsx,0
2025,4,Pharr,Brownsville,Gateway International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,4,Pharr,Brownsville,Gateway International Bridge,Passenger Vehicles,LRD_RVG_xlsx,88633
2025,4,Pharr,Brownsville,Gateway International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,152697
2025,4,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Buses,LRD_RVG_xlsx,333
2025,4,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Commercial Trucks,LRD_RVG_xlsx,17614
2025,4,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Passenger Vehicles,LRD_RVG_xlsx,140382
2025,4,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Pedestrians/ Bicyclists,LRD_RVG_xlsx,13063
2025,4,Pharr,Brownsville,West Rail Bridge,Railcars,LRD_RVG_xlsx,7470
2025,4,Pharr,Hidalgo,Anzalduas International Bridge,Buses,LRD_RVG_xlsx,0
2025,4,Pharr,Hidalgo,Anzalduas International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,4,Pharr,Hidalgo,Anzalduas International Bridge,Passenger Vehicles,LRD_RVG_xlsx,92608
2025,4,Pharr,Hidalgo,Anzalduas International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,4,Pharr,Hidalgo,McAllen-Hidalgo International Bridge,Buses,LRD_RVG_xlsx,982
2025,4,Pharr,Hidalgo,McAllen-Hidalgo International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,4,Pharr,Hidalgo,McAllen-Hidalgo International Bridge,Passenger Vehicles,LRD_RVG_xlsx,164568
2025,4,Pharr,Hidalgo,McAllen-Hidalgo International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,225097
2025,4,Pharr,Hidalgo,Pharr International Bridge,Buses,LRD_RVG_xlsx,0
2025,4,Pharr,Hidalgo,Pharr International Bridge,Commercial Trucks,LRD_RVG_xlsx,59105
2025,4,Pharr,Hidalgo,Pharr International Bridge,Passenger Vehicles,LRD_RVG_xlsx,49293
2025,4,Pharr,Hidalgo,Pharr International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,4,Pharr,Progreso,Donna-Rio Bravo International Bridge,Buses,LRD_RVG_xlsx,0
2025,4,Pharr,Progreso,Donna-Rio Bravo International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,4,Pharr,Progreso,Donna-Rio Bravo International Bridge,Passenger Vehicles,LRD_RVG_xlsx,73216
2025,4,Pharr,Progreso,Donna-Rio Bravo International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,104
2025,4,Pharr,Progreso,Progreso International Bridge,Buses,LRD_RVG_xlsx,0
2025,4,Pharr,Progreso,Progreso International Bridge,Commercial Trucks,LRD_RVG_xlsx,4778
2025,4,Pharr,Progreso,Progreso International Bridge,Passenger Vehicles,LRD_RVG_xlsx,41727
2025,4,Pharr,Progreso,Progreso International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,95969
2025,4,Pharr,Rio Grande City,Los Ebanos Ferry,Buses,LRD_RVG_xlsx,0
2025,4,Pharr,Rio Grande City,Los Ebanos Ferry,Commercial Trucks,LRD_RVG_xlsx,0
2025,4,Pharr,Rio Grande City,Los Ebanos Ferry,Passenger Vehicles,LRD_RVG_xlsx,3726
2025,4,Pharr,Rio Grande City,Los Ebanos Ferry,Pedestrians/ Bicyclists,LRD_RVG_xlsx,3288
2025,4,Pharr,Rio Grande City,Starr-Camargo Bridge,Buses,LRD_RVG_xlsx,0
2025,4,Pharr,Rio Grande City,Starr-Camargo Bridge,Commercial Trucks,LRD_RVG_xlsx,2792
2025,4,Pharr,Rio Grande City,Starr-Camargo Bridge,Passenger Vehicles,LRD_RVG_xlsx,39981
2025,4,Pharr,Rio Grande City,Starr-Camargo Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,4509
2025,4,Pharr,Roma,Lake Falcon Dam International Crossing,Buses,LRD_RVG_xlsx,0
2025,4,Pharr,Roma,Lake Falcon Dam International Crossing,Commercial Trucks,LRD_RVG_xlsx,0
2025,4,Pharr,Roma,Lake Falcon Dam International Crossing,Passenger Vehicles,LRD_RVG_xlsx,13930
2025,4,Pharr,Roma,Lake Falcon Dam International Crossing,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,4,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Buses,LRD_RVG_xlsx,81
2025,4,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Commercial Trucks,LRD_RVG_xlsx,4048
2025,4,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Passenger Vehicles,LRD_RVG_xlsx,62012
2025,4,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,21693
2025,5,Laredo,Del Rio,Del Rio International Bridge,Buses,LRD_RVG_xlsx,0
2025,5,Laredo,Del Rio,Del Rio International Bridge,Commercial Trucks,LRD_RVG_xlsx,6656
2025,5,Laredo,Del Rio,Del Rio International Bridge,Passenger Vehicles,LRD_RVG_xlsx,146452
2025,5,Laredo,Del Rio,Del Rio International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,22795
2025,5,Laredo,Del Rio,Lake Amistad Dam Crossing,Buses,LRD_RVG_xlsx,0
2025,5,Laredo,Del Rio,Lake Amistad Dam Crossing,Commercial Trucks,LRD_RVG_xlsx,0
2025,5,Laredo,Del Rio,Lake Amistad Dam Crossing,Passenger Vehicles,LRD_RVG_xlsx,3531
2025,5,Laredo,Del Rio,Lake Amistad Dam Crossing,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,5,Laredo,Eagle Pass,Camino Real International Bridge,Buses,LRD_RVG_xlsx,588
2025,5,Laredo,Eagle Pass,Camino Real International Bridge,Commercial Trucks,LRD_RVG_xlsx,35880
2025,5,Laredo,Eagle Pass,Camino Real International Bridge,Passenger Vehicles,LRD_RVG_xlsx,159457
2025,5,Laredo,Eagle Pass,Camino Real International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,36221
2025,5,Laredo,Eagle Pass,Eagle Pass International Bridge,Buses,LRD_RVG_xlsx,0
2025,5,Laredo,Eagle Pass,Eagle Pass International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
